City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Biltine,TD,14.5333,20.9167,103.24,17,9,9.84,clear sky
350,Falmouth,GB,50.1544,-5.0711,58.1,66,0,19.57,clear sky
351,Shache,CN,38.4167,77.2406,73.96,11,5,8.16,clear sky
352,Sept-Iles,CA,50.2001,-66.3821,37.06,64,100,5.99,overcast clouds
353,Humaita,BR,-7.5061,-63.0208,84.2,69,43,2.55,scattered clouds
354,Makakilo City,US,21.3469,-158.0858,73.72,77,100,4.61,overcast clouds
355,Aswan,EG,24.0934,32.907,102.58,8,0,7.27,clear sky
356,Cabedelo,BR,-6.9811,-34.8339,83.07,69,81,13.6,broken clouds
357,Adrar,MR,20.5022,-10.0711,88.79,9,0,5.03,clear sky
358,Berlevag,NO,70.8578,29.0864,26.55,68,75,33.38,broken clouds
359,Trinidad,BO,-14.8333,-64.9,82.38,83,40,6.91,scattered clouds
360,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,76.66,56,89,7.05,overcast clouds
361,San Juan,AR,-31.5375,-68.5364,50.7,45,0,19.28,clear sky
362,Conceicao Da Barra,BR,-18.5933,-39.7322,81.45,67,2,5.5,clear sky
363,Osa,RU,57.2829,55.4567,40.89,71,100,14.32,overcast clouds
364,Necochea,AR,-38.5473,-58.7368,52.12,58,7,22.55,clear sky
365,Betare Oya,CM,5.6,14.0833,88.99,41,100,2.21,overcast clouds
366,Pacific Grove,US,36.6177,-121.9166,49.66,85,16,11.01,few clouds
367,Amapa,BR,1.0,-52.0,78.28,91,100,2.89,overcast clouds
368,Moses Lake,US,47.1301,-119.2781,39.88,86,0,5.75,clear sky
369,Namibe,AO,-15.1961,12.1522,78.3,63,32,9.08,scattered clouds
370,Oeiras,BR,-7.0253,-42.1311,88.38,47,59,10.13,broken clouds
371,Phuket,TH,8.0,98.25,89.1,79,20,5.75,few clouds
372,Benghazi,LY,32.1167,20.0667,78.42,38,0,17.83,clear sky
373,Katherine,AU,-14.4667,132.2667,84.52,54,100,0.0,overcast clouds
374,Juneau,US,58.3019,-134.4197,40.21,99,100,0.0,light intensity drizzle
375,Mesopotamia,IQ,33.0,44.0,93.11,17,100,6.24,overcast clouds
376,Pitimbu,BR,-7.4706,-34.8086,82.99,70,81,12.44,broken clouds
377,Kristiinankaupunki,FI,62.2743,21.376,35.11,97,100,9.42,snow
378,Eyl,SO,7.9803,49.8164,87.42,57,89,11.25,overcast clouds
379,Ucluelet,CA,48.9329,-125.5528,37.09,90,100,5.39,overcast clouds
380,Puerto Carreno,CO,6.189,-67.4859,82.15,70,92,6.02,overcast clouds
381,Creston,US,41.0586,-94.3614,59.34,82,0,11.5,clear sky
382,Chernyshevskiy,RU,63.0128,112.4714,21.83,95,100,3.44,overcast clouds
383,Sorland,NO,67.667,12.6934,35.46,55,75,11.5,broken clouds
384,Tucumcari,US,35.1717,-103.725,57.04,67,0,12.66,clear sky
385,Sembakung,ID,3.8167,117.25,73.22,98,33,0.72,scattered clouds
386,Lac Du Bonnet,CA,50.2536,-96.0612,31.86,65,92,8.55,overcast clouds
387,Pierre,US,44.3683,-100.351,43.05,70,0,11.01,clear sky
388,Kiama,AU,-34.6833,150.8667,66.0,92,100,6.33,overcast clouds
389,Pangnirtung,CA,66.1451,-65.7125,18.14,73,100,6.51,overcast clouds
390,Qaqortoq,GL,60.7167,-46.0333,42.78,70,100,4.21,overcast clouds
391,Elko,US,41.0002,-115.5012,45.64,50,100,4.0,overcast clouds
392,Straumen,NO,63.8709,11.2999,41.0,66,34,14.45,scattered clouds
393,Tuatapere,NZ,-46.1333,167.6833,45.61,95,42,3.44,scattered clouds
394,Coihaique,CL,-45.5752,-72.0662,34.41,86,75,0.0,broken clouds
395,Minas,UY,-34.3759,-55.2377,59.88,66,100,7.05,overcast clouds
396,Barinas,VE,8.6226,-70.2075,80.42,67,90,3.31,overcast clouds
397,Benguela,AO,-12.5763,13.4055,81.59,75,29,9.24,scattered clouds
398,Elbistan,TR,38.2059,37.1983,74.62,19,100,11.52,overcast clouds
399,Maningrida,AU,-12.0667,134.2667,81.28,78,100,8.05,overcast clouds
400,Umm Lajj,SA,25.0213,37.2685,82.94,61,0,11.14,clear sky
401,Boddam,GB,57.4667,-1.7833,59.43,76,23,4.79,few clouds
402,Tobe,JP,33.7447,132.7901,61.66,94,95,1.32,overcast clouds
403,Batemans Bay,AU,-35.7167,150.1833,66.09,91,69,6.08,broken clouds
404,Kavaratti,IN,10.5669,72.642,86.32,68,40,3.0,scattered clouds
405,Ishigaki,JP,24.3448,124.1572,80.29,88,0,12.44,clear sky
406,Moose Factory,CA,51.2585,-80.6094,31.8,82,100,4.5,overcast clouds
407,Champerico,GT,14.3,-91.9167,79.34,73,33,4.18,scattered clouds
408,Malm,NO,64.0721,11.2172,38.79,67,48,14.97,scattered clouds
409,Omboue,GA,-1.5746,9.2618,83.46,73,55,9.6,light rain
410,Smirnykh,RU,49.75,142.8333,30.96,76,100,17.2,overcast clouds
411,Dicabisagan,PH,17.0818,122.4157,79.79,86,25,5.84,scattered clouds
412,Tocantins,BR,-10.5,-48.0,84.49,64,10,7.81,clear sky
413,Gat,IL,31.61,34.7642,80.4,41,0,13.56,clear sky
414,Port Hardy,CA,50.6996,-127.4199,39.67,87,96,4.52,overcast clouds
415,Jiwani,PK,25.05,61.7417,87.8,64,0,19.57,clear sky
416,Lagoa,PT,39.05,-27.9833,58.39,96,100,6.6,heavy intensity rain
417,Simbahan,PH,6.3032,120.5836,81.86,81,95,13.0,overcast clouds
418,Ola,RU,59.5833,151.2833,29.26,73,100,16.17,overcast clouds
419,Badou,TG,7.5833,0.6,85.42,60,99,2.59,overcast clouds
420,Christchurch,NZ,-43.5333,172.6333,49.95,89,67,0.0,broken clouds
421,Caravelas,BR,-17.7125,-39.2481,81.43,68,1,5.99,clear sky
422,Giarre,IT,37.7269,15.1877,70.05,55,100,6.51,overcast clouds
423,Gamba,GA,-2.65,10.0,84.38,63,99,9.84,overcast clouds
424,Labuan,MY,5.2767,115.2417,83.16,71,100,4.72,heavy intensity rain
425,Bone,DE,51.9669,12.1396,67.28,44,34,7.76,scattered clouds
426,Oussouye,SN,12.485,-16.5469,93.85,27,18,8.93,few clouds
427,Muros,ES,42.7762,-9.0603,69.1,52,0,7.67,clear sky
428,Ancud,CL,-41.8697,-73.8203,42.67,85,100,4.36,overcast clouds
429,Pyay,MM,18.8167,95.2167,95.0,42,4,8.03,clear sky
430,Chaman,PK,30.9236,66.4512,90.46,10,81,13.56,broken clouds
431,Port Lincoln,AU,-34.7333,135.8667,64.24,85,0,12.66,clear sky
432,Kruisfontein,ZA,-34.0033,24.7314,76.89,34,0,9.01,clear sky
433,Tevaitoa,PF,-16.7833,-151.5,81.57,71,13,24.14,light rain
434,Freeport,US,40.6576,-73.5832,46.18,49,40,21.85,scattered clouds
435,Aliganj,IN,27.5,79.1833,103.68,7,0,6.38,clear sky
436,Gobabis,NA,-22.45,18.9667,81.14,23,99,9.84,overcast clouds
437,Vaitape,PF,-16.5167,-151.75,81.36,71,8,23.89,light rain
438,Niteroi,BR,-22.8833,-43.1036,85.66,61,0,4.61,clear sky
439,San Jeronimo,PE,-11.9472,-75.2829,50.77,75,100,1.19,overcast clouds
440,Zhigansk,RU,66.7697,123.3711,14.38,91,78,4.38,broken clouds
441,Alihe,CN,50.5667,123.7167,41.09,32,100,2.24,overcast clouds
442,Nurota,UZ,40.5614,65.6886,83.61,31,100,9.46,overcast clouds
443,Eureka,US,40.8021,-124.1637,44.67,87,92,1.01,overcast clouds
444,Albanel,CA,48.8832,-72.4487,30.97,50,100,15.68,overcast clouds
445,Makokou,GA,0.5738,12.8642,88.14,50,78,0.43,light rain
446,Hlatikulu,SZ,-26.9667,31.3167,63.46,57,7,7.78,clear sky
447,Ketchikan,US,55.3422,-131.6461,39.18,93,100,0.0,overcast clouds
448,Outlook,CA,51.5001,-107.0513,41.68,55,66,6.13,broken clouds
449,Aklavik,CA,68.2191,-135.0107,-1.08,99,96,1.61,overcast clouds
450,Raudeberg,NO,61.9875,5.1352,43.47,67,100,4.88,overcast clouds
451,Graz,AT,47.0667,15.45,64.44,43,75,12.66,broken clouds
452,Nalut,LY,30.3333,10.85,88.0,13,0,3.74,clear sky
453,Portland,US,45.5234,-122.6762,45.52,89,100,1.99,overcast clouds
454,Vanino,RU,49.0869,140.2543,29.97,76,56,6.96,broken clouds
455,Youghal,IE,51.95,-7.8506,56.41,76,61,8.72,broken clouds
456,Vytegra,RU,61.0064,36.4481,36.73,65,100,7.02,light rain
457,Alta,NO,69.9689,23.2717,25.86,100,100,12.66,overcast clouds
458,Funadhoo,MV,6.15,73.2667,85.98,67,66,2.66,broken clouds
459,Kolosovka,RU,56.4678,73.611,73.85,40,91,14.41,overcast clouds
460,Port Macquarie,AU,-31.4333,152.9167,65.89,88,100,10.87,light rain
461,Grand Gaube,MU,-20.0064,57.6608,81.37,69,0,3.0,clear sky
462,Araouane,ML,18.9048,-3.5265,96.15,5,0,6.33,clear sky
463,Manavalakurichi,IN,8.1333,77.3,84.96,75,95,6.78,overcast clouds
464,Bordighera,IT,43.7806,7.6645,73.62,33,9,3.0,clear sky
465,Bambanglipuro,ID,-7.95,110.2833,79.9,82,100,2.39,overcast clouds
466,Turukhansk,RU,65.8167,87.9833,32.45,100,100,3.06,overcast clouds
467,Fremont,US,37.5483,-121.9886,50.85,79,0,14.97,clear sky
468,Camapua,BR,-19.5314,-54.0439,83.41,42,9,6.87,clear sky
469,Pervomayskoye,RU,43.919,46.7102,77.41,38,52,12.82,broken clouds
470,La Roche-Sur-Yon,FR,46.6667,-1.4333,66.47,52,0,6.91,clear sky
471,Luau,AO,-10.7073,22.2247,79.83,50,99,6.91,overcast clouds
472,Rujiena,LV,57.8975,25.3316,44.06,40,100,10.67,overcast clouds
473,Wasilla,US,61.5814,-149.4394,41.18,77,40,0.0,scattered clouds
474,Jefferson City,US,38.5767,-92.1735,61.9,45,100,5.01,overcast clouds
475,Byron Bay,AU,-28.65,153.6167,66.94,85,100,6.4,overcast clouds
476,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,29.73,84,99,5.79,light snow
477,Pandan,PH,14.0453,124.1694,79.93,88,82,7.81,broken clouds
478,Lazurne,UA,46.084,32.5295,60.93,57,23,4.34,few clouds
479,Pedasi,PA,7.5333,-80.0333,77.07,78,100,3.83,overcast clouds
480,Sobolevo,RU,54.4299,31.8996,47.17,43,100,8.46,overcast clouds
481,Lompoc,US,34.6391,-120.4579,49.01,80,100,21.99,overcast clouds
482,Mackay,AU,-21.15,149.2,73.69,84,41,17.56,scattered clouds
483,Zonguldak,TR,41.25,31.8333,56.25,62,27,6.64,scattered clouds
484,Bocas Del Toro,PA,9.3333,-82.25,77.81,86,100,5.88,overcast clouds
485,Puerto Rondon,CO,6.2805,-71.1,77.47,73,99,3.98,overcast clouds
486,Port Jervis,US,41.3751,-74.6927,43.48,54,32,16.2,scattered clouds
487,Pacifica,US,37.6138,-122.4869,50.59,84,40,13.8,scattered clouds
488,Lorengau,PG,-2.0226,147.2712,82.35,75,100,4.56,overcast clouds
489,Joshimath,IN,30.5667,79.5667,63.07,71,100,4.92,overcast clouds
490,Severo-Kurilsk,RU,50.6789,156.125,31.78,92,100,5.37,overcast clouds
491,Rock Springs,US,41.5875,-109.2029,45.05,69,20,4.61,few clouds
492,Vrangel,RU,42.7297,133.0839,45.93,53,100,8.34,overcast clouds
493,Sungaipenuh,ID,-2.0833,101.3833,67.17,97,100,1.05,overcast clouds
494,Nishihara,JP,26.1842,127.7558,78.46,94,40,12.66,scattered clouds
495,Itarema,BR,-2.9248,-39.9167,83.73,72,100,11.7,overcast clouds
496,Mao,ES,39.8885,4.2658,64.96,72,75,13.8,broken clouds
497,Vestmannaeyjar,IS,63.4427,-20.2734,49.19,81,20,5.75,few clouds
498,Ilovlya,RU,49.3033,43.9796,64.27,39,5,12.66,clear sky
499,Ossora,RU,59.2353,163.0719,32.79,98,100,23.67,snow
500,Mikhaylovka,RU,50.06,43.2379,61.79,44,36,12.37,scattered clouds
501,Cuamba,MZ,-14.8031,36.5372,71.98,76,85,9.69,overcast clouds
502,Liverpool,GB,53.4106,-2.9779,52.99,60,75,5.75,broken clouds
503,Yar-Sale,RU,66.8333,70.8333,24.66,83,100,4.45,overcast clouds
504,Barceloneta,PR,18.4505,-66.5385,81.95,66,77,10.42,broken clouds
505,Hervey Bay,AU,-25.2986,152.8535,69.03,89,14,8.01,few clouds
506,Bereda,ES,43.2686,-7.5406,65.14,63,8,5.84,clear sky
507,Ampanihy,MG,-24.7,44.75,71.51,56,100,14.56,overcast clouds
508,Ashqelon,IL,31.6693,34.5715,78.78,51,0,11.32,clear sky
509,Artesia,US,33.8658,-118.0831,60.46,76,100,3.44,overcast clouds
510,Thaba-Tseka,LS,-29.522,28.6084,56.05,31,0,13.11,clear sky
511,Talakan,RU,50.3167,130.3667,33.94,56,4,2.89,clear sky
512,Kpalime,TG,6.9,0.6333,81.1,63,100,1.86,overcast clouds
513,Boende,CD,-0.2167,20.8667,79.07,80,100,3.89,light rain
514,Harper,LR,4.375,-7.7169,83.62,76,100,8.81,moderate rain
515,Olinda,BR,-8.0089,-34.8553,83.93,70,75,11.5,broken clouds
516,Broome,US,42.2506,-75.833,38.7,57,0,16.11,clear sky
517,Jaguarao,BR,-32.5661,-53.3758,59.72,97,100,8.59,light rain
518,Okhotsk,RU,59.3833,143.3,29.73,78,100,16.87,overcast clouds
519,Jaisalmer,IN,26.9147,70.9181,103.75,6,0,13.47,clear sky
520,San Carlos De Bariloche,AR,-41.1456,-71.3082,37.15,65,75,12.66,broken clouds
521,Nizhniy Baskunchak,RU,48.2198,46.8311,72.09,39,0,13.24,clear sky
522,Martapura,ID,-3.4167,114.85,82.49,83,40,3.44,scattered clouds
523,Priyutnoye,RU,46.1011,43.5072,75.15,35,78,12.19,broken clouds
524,Nyurba,RU,63.2842,118.3319,21.88,94,19,3.62,few clouds
525,Totness,SR,5.8833,-56.3167,82.31,76,90,9.4,moderate rain
526,Dinajpur,BD,25.6272,88.6386,93.27,36,0,11.16,clear sky
527,Mineros,BO,-17.1167,-63.2333,77.5,77,99,6.55,overcast clouds
528,Kieta,PG,-6.2167,155.6333,79.68,82,19,5.08,few clouds
529,Daru,PG,-9.0763,143.2092,80.55,83,100,11.14,overcast clouds
530,Sorong,ID,-0.8833,131.25,80.19,81,100,3.98,light rain
531,Vila Velha,BR,-20.3297,-40.2925,85.95,73,75,8.05,broken clouds
532,Hendek,TR,40.7994,30.7481,67.91,67,0,6.13,clear sky
533,Nago,JP,26.5881,127.9761,79.23,94,1,7.45,clear sky
534,Lively,CA,46.4334,-81.1498,33.39,48,0,7.11,clear sky
535,Buala,SB,-8.145,159.5921,80.91,82,98,5.14,overcast clouds
536,Tororo,UG,0.693,34.1809,70.3,81,100,7.72,light rain
537,Uchaly,RU,54.2996,59.4521,66.51,43,100,14.97,overcast clouds
538,Ballina,AU,-28.8667,153.5667,67.01,99,100,7.52,light rain
539,Sambava,MG,-14.2667,50.1667,81.32,75,10,11.21,clear sky
540,Xining,CN,36.6167,101.7667,54.54,30,100,18.81,overcast clouds
541,Chertkovo,RU,49.3847,40.1547,59.2,50,100,7.94,overcast clouds
542,Thinadhoo,MV,0.5333,72.9333,85.1,69,100,8.12,overcast clouds
543,Escarcega,MX,18.6089,-90.7454,73.33,89,19,3.02,few clouds
544,Dorobantu,RO,44.2167,26.95,63.03,83,100,11.65,overcast clouds
545,Tautira,PF,-17.7333,-149.15,81.07,71,14,23.33,light rain
546,Omsukchan,RU,62.5333,155.8,23.79,97,100,9.37,overcast clouds
547,Canutama,BR,-6.5339,-64.3831,81.55,77,83,3.13,broken clouds
548,Saint-Pierre,RE,-21.3393,55.4781,82.08,66,0,9.22,clear sky
549,Maragogi,BR,-9.0122,-35.2225,81.77,77,99,9.51,overcast clouds
550,Mildura,AU,-34.2,142.15,61.07,86,0,10.65,clear sky
551,Port Augusta,AU,-32.5,137.7667,74.43,39,8,15.88,clear sky
552,Ahuimanu,US,21.4447,-157.8378,74.91,81,100,3.44,overcast clouds
553,Amga,RU,60.8953,131.9608,20.97,95,65,3.13,broken clouds
554,Olafsvik,IS,64.8945,-23.7142,44.96,69,38,11.43,scattered clouds
555,Riberalta,BO,-10.9833,-66.1,80.8,83,75,6.91,broken clouds
556,Buraydah,SA,26.326,43.975,82.38,34,90,4.34,light rain
557,Skibbereen,IE,51.55,-9.2667,53.11,72,100,9.22,overcast clouds
558,Asyut,EG,27.181,31.1837,97.75,4,2,12.55,clear sky
559,Lastoursville,GA,-0.8143,12.7287,84.79,69,81,3.44,light rain
560,Alyangula,AU,-13.8483,136.4192,81.7,76,30,9.26,scattered clouds
561,Mgandu,TZ,-5.95,34.1333,71.02,72,76,9.57,light rain
562,Cayenne,GF,4.9333,-52.3333,84.24,1,75,3.44,broken clouds
563,Chapais,CA,49.7834,-74.8492,24.76,72,65,10.87,broken clouds
564,Baculin,PH,7.4525,126.5842,77.18,87,100,2.21,light rain
565,Yarada,IN,17.65,83.2667,88.12,74,75,11.5,broken clouds
566,Aboso,GH,5.3617,-1.9473,77.58,83,100,0.02,overcast clouds
567,Inhambane,MZ,-23.865,35.3833,74.12,65,31,8.19,light rain
568,Auki,SB,-8.7676,160.7034,78.01,88,100,3.38,overcast clouds
569,Fez,MA,34.0372,-4.9998,68.25,39,40,8.05,scattered clouds
570,Fort Wellington,GY,6.4,-57.6,81.9,76,71,7.63,light rain
571,Verkhoyansk,RU,67.5447,133.385,10.92,93,97,0.87,overcast clouds
572,Kang,BW,-23.6752,22.7876,77.18,32,68,7.09,broken clouds
573,Saint-Augustin,CA,51.226,-58.6502,33.66,99,100,12.39,light snow
574,Miranda,CO,3.2499,-76.2281,68.13,85,100,1.57,overcast clouds
575,Severo-Yeniseyskiy,RU,60.3725,93.0408,39.04,95,100,7.83,light rain
576,Egvekinot,RU,66.3167,-179.1667,14.65,68,20,10.02,few clouds
577,Lasa,IT,46.6166,10.7002,65.7,45,6,5.08,clear sky
578,Olyka,UA,50.7186,25.8125,59.94,47,100,6.02,overcast clouds
579,Santa Rosa,PH,14.3122,121.1114,87.12,74,100,11.01,overcast clouds
580,Murray Bridge,AU,-35.1167,139.2667,72.34,41,99,9.73,overcast clouds
581,Hedensted,DK,55.7704,9.7011,59.61,46,8,3.0,clear sky
582,Stettler,CA,52.3168,-112.7186,36.32,94,24,2.64,few clouds
583,Kloulklubed,PW,7.0419,134.2556,75.7,74,100,7.65,overcast clouds
584,Tabriz,IR,38.08,46.2919,60.26,67,75,11.5,thunderstorm
585,Udachnyy,RU,66.4167,112.4,23.65,89,100,6.93,overcast clouds
586,Tazmalt,DZ,36.3868,4.3989,59.29,86,100,4.92,light rain
587,Belize,BZ,17.25,-88.75,72.59,98,88,0.38,overcast clouds
588,Charleston,US,32.7766,-79.9309,66.02,54,0,11.5,clear sky
589,Palaikastron,GR,35.2,26.25,69.37,60,9,8.25,clear sky
590,Bekhtery,UA,46.251,32.2927,63.43,50,78,0.85,broken clouds
591,Gigmoto,PH,13.7796,124.39,80.38,87,91,7.63,overcast clouds
592,Senj,HR,44.9894,14.9058,70.72,43,5,14.16,clear sky
593,Karratha,AU,-20.7377,116.8463,72.77,83,100,3.51,light rain
594,Zhangjiakou,CN,40.81,114.8794,53.98,51,13,5.79,few clouds
595,Canakkale,TR,40.0833,26.8333,70.38,51,0,15.52,clear sky
596,Waddan,LY,29.1614,16.139,96.8,7,0,9.08,clear sky
597,Mahon,ES,39.8885,4.2658,64.96,72,75,13.8,broken clouds
598,Ratnagiri,IN,16.9833,73.3,86.07,70,2,5.75,clear sky
599,Sumbe,AO,-11.2061,13.8437,80.58,78,29,8.25,light rain
600,Shatsk,RU,54.0258,41.7119,46.4,41,20,8.08,few clouds
601,Imeni Poliny Osipenko,RU,52.4201,136.4853,27.46,88,100,4.07,overcast clouds
602,Hualmay,PE,-11.0964,-77.6139,65.77,92,84,6.04,broken clouds
603,Gaoua,BF,10.2992,-3.2508,95.88,34,82,5.46,broken clouds
604,Millbrook,US,32.4799,-86.3619,58.62,68,0,4.61,clear sky
605,Nantucket,US,41.2835,-70.0995,46.54,56,0,18.41,clear sky
606,Kungalv,SE,57.871,11.9805,59.67,39,13,1.01,few clouds
607,Lovozero,RU,68.005,35.0117,27.36,73,100,11.65,overcast clouds
608,Boksitogorsk,RU,59.474,33.8485,43.61,43,100,8.37,overcast clouds
609,Kawalu,ID,-7.3817,108.2082,74.53,94,97,1.41,heavy intensity rain
610,Araure,VE,9.5601,-69.2148,81.14,70,97,2.98,overcast clouds
611,Yulara,AU,-25.2406,130.9889,78.64,25,89,5.75,overcast clouds
612,Samaipata,BO,-18.15,-63.8667,60.71,81,89,3.76,overcast clouds
613,Toma,BF,12.7667,-2.8833,100.6,16,100,4.03,overcast clouds
614,Maputo,MZ,-25.9653,32.5892,77.23,65,25,1.01,scattered clouds
615,Mareeba,AU,-17.0,145.4333,72.32,92,100,2.53,overcast clouds
616,Sahuaripa,MX,29.05,-109.2333,62.94,33,0,4.52,clear sky
617,Itacare,BR,-14.2775,-38.9967,83.34,59,40,8.79,scattered clouds
618,Taltal,CL,-25.4,-70.4833,66.88,62,0,5.44,clear sky
619,Mangai,CD,-4.05,19.5333,86.18,57,17,1.05,light rain
620,Beipiao,CN,41.7919,120.7792,50.54,39,93,5.88,overcast clouds
621,Staunton,US,38.1496,-79.0717,48.16,59,0,8.05,clear sky
622,Yenagoa,NG,4.9247,6.2642,89.6,56,100,2.62,overcast clouds
623,Boshnyakovo,RU,49.6333,142.1667,30.11,83,100,15.59,overcast clouds
624,Heers,BE,50.75,5.3,66.11,46,0,9.22,clear sky
625,Tocopilla,CL,-22.092,-70.1979,66.43,70,97,4.16,overcast clouds
626,Ellsworth,US,44.5434,-68.4195,40.6,91,100,17.27,overcast clouds
627,Upata,VE,8.0086,-62.3989,79.2,81,86,6.58,overcast clouds
628,Esmeraldas,BR,-19.7625,-44.3139,77.86,52,0,4.81,clear sky
629,Zemio,CF,5.0314,25.1361,89.91,42,100,3.27,overcast clouds
630,Ballarat,AU,-37.5662,143.8496,58.32,86,6,9.98,clear sky
631,Kuala Lumpur,MY,3.1431,101.6865,85.53,88,20,6.91,few clouds
632,Kikwit,CD,-5.041,18.8162,84.56,59,25,2.08,light rain
633,Camana,PE,-16.6228,-72.7111,66.63,88,100,9.42,overcast clouds
634,Bridlington,GB,54.0831,-0.1919,49.89,72,100,7.47,overcast clouds
635,College,US,64.8569,-147.8028,36.9,67,20,8.05,few clouds
636,Tateyama,JP,34.9833,139.8667,60.1,76,45,11.59,scattered clouds
637,Marfino,RU,55.7028,37.3822,46.35,29,0,4.47,clear sky
638,Rio Grande,BR,-32.035,-52.0986,60.91,95,100,27.11,heavy intensity rain
639,Wagga Wagga,AU,-35.1167,147.3667,63.01,100,100,6.91,overcast clouds
640,Jumla,NP,29.2747,82.1838,61.14,37,68,5.46,broken clouds
641,Tamiahua,MX,21.2667,-97.45,74.32,81,0,4.21,clear sky
642,Koungheul,SN,13.9833,-14.8,102.22,13,5,7.99,clear sky
643,Cortez,US,37.3489,-108.5859,34.56,48,0,5.75,clear sky
644,Miri,MY,4.4148,114.0089,80.38,80,100,3.18,overcast clouds
645,Maniwaki,CA,46.3834,-75.966,31.91,51,6,12.91,clear sky
646,Bhatkal,IN,13.9667,74.5667,84.58,85,95,8.37,overcast clouds
647,Ipixuna,BR,-1.7625,-48.8043,77.72,89,100,1.79,overcast clouds
648,Atar,MR,20.5169,-13.0499,91.35,10,0,5.73,clear sky
649,Maniitsoq,GL,65.4167,-52.9,27.05,95,100,6.67,snow
650,Ponneri,IN,13.3167,80.2,89.58,71,0,14.94,clear sky
651,Sangar,RU,63.9242,127.4739,16.7,94,100,4.81,overcast clouds
652,Aleksandrov Gay,RU,50.147,48.5704,61.59,65,100,16.44,overcast clouds
653,Big Spring,US,32.2504,-101.4787,67.1,82,0,16.11,clear sky
654,Miles City,US,46.4083,-105.8406,45.57,93,75,6.91,broken clouds
655,Ouadda,CF,8.0777,22.4007,89.1,41,100,7.45,overcast clouds
656,Novikovo,RU,51.1537,37.8879,55.63,51,100,4.38,overcast clouds
657,Ambilobe,MG,-13.2,49.05,81.21,82,93,4.76,light rain
658,Turochak,RU,52.2576,87.1224,53.98,44,57,1.32,broken clouds
659,Mafeteng,LS,-29.823,27.2374,62.47,34,0,8.99,clear sky
660,Colares,PT,38.7992,-9.4469,75.33,59,20,14.97,few clouds
661,Krasnyy Chikoy,RU,50.3643,108.7512,32.36,48,49,5.48,scattered clouds
662,Kudahuvadhoo,MV,2.6708,72.8944,85.26,70,100,9.6,overcast clouds
663,Beringovskiy,RU,63.05,179.3167,25.86,95,100,5.12,overcast clouds
664,Trairi,BR,-3.2778,-39.2689,83.97,71,100,9.04,overcast clouds
665,Viedma,AR,-40.8135,-62.9967,49.3,43,7,21.41,clear sky
666,Oranjemund,NA,-28.55,16.4333,65.97,59,0,10.22,clear sky
667,Bay Roberts,CA,47.5999,-53.2648,44.51,85,99,5.01,overcast clouds
668,Zholymbet,KZ,51.7433,71.7122,71.58,26,100,9.66,overcast clouds
669,Cockburn Town,TC,21.4612,-71.1419,75.27,58,64,12.57,broken clouds
670,Singapore,SG,1.2897,103.8501,78.75,93,75,2.3,broken clouds
671,Riyadh,SA,24.6877,46.7219,73.54,34,58,17.52,broken clouds
672,Ecoporanga,BR,-18.3733,-40.8306,79.99,65,47,4.85,scattered clouds
673,Nushki,PK,29.5542,66.0215,95.27,9,81,9.22,broken clouds
674,Nador,MA,35.174,-2.9287,70.05,60,20,9.22,few clouds
675,Poltavka,RU,54.3663,71.7632,75.13,26,76,16.93,broken clouds
676,Storm Lake,US,42.6411,-95.2097,41.22,75,20,20.71,few clouds
677,Saint-Joseph,RE,-21.3667,55.6167,80.98,78,40,2.62,scattered clouds
678,Borogontsy,RU,62.6683,131.1683,18.91,95,23,4.99,few clouds
679,Port Hedland,AU,-20.3167,118.5667,71.65,88,100,10.36,overcast clouds
680,Rio De Janeiro,BR,-22.9028,-43.2075,86.0,60,0,4.61,clear sky
681,Algiers,DZ,36.7525,3.042,57.02,88,75,4.61,light rain
682,Padang,ID,-0.9492,100.3543,80.65,85,100,0.67,moderate rain
683,Hukuntsi,BW,-24.0,21.75,80.83,29,7,10.85,clear sky
684,Bairiki,KI,1.3292,172.9752,80.6,89,20,10.36,light rain
685,Anadyr,RU,64.75,177.4833,9.91,99,95,2.08,overcast clouds
686,Mitsamiouli,KM,-11.3847,43.2844,81.18,80,98,16.62,moderate rain
687,Taseyevo,RU,57.2169,94.8978,45.34,91,100,2.91,overcast clouds
688,Wanaka,NZ,-44.7,169.15,47.64,85,0,2.57,clear sky
689,Gizo,SB,-8.103,156.8419,82.83,73,67,3.91,broken clouds
690,Onega,RU,63.9061,38.1404,34.54,51,65,6.49,broken clouds
691,Kurayoshi,JP,35.4333,133.8167,53.33,80,96,5.82,overcast clouds
692,Srednekolymsk,RU,67.45,153.6833,13.87,96,100,7.05,overcast clouds
693,Tevriz,RU,57.509,72.4042,71.17,43,98,12.1,overcast clouds
694,San Policarpo,PH,12.1791,125.5072,80.15,85,90,6.96,overcast clouds
695,Shubarkuduk,KZ,49.1447,56.4872,73.38,29,100,6.87,overcast clouds
696,Faya,SA,18.3851,42.4509,66.72,37,3,14.74,clear sky
697,Bloomingdale,US,27.8936,-82.2404,73.85,92,100,5.99,overcast clouds
698,Salamiyah,SY,35.0113,37.0532,72.91,38,100,12.28,overcast clouds
699,Sibolga,ID,1.7427,98.7792,79.14,88,100,1.23,overcast clouds
